judet,localitate,tip artera,denumire artera,numar,codpostal,sector
Bucuresti,Bucuresti,Stradă,Bârza,,41988,4
Bucuresti,Bucuresti,Stradă,Măriuca,nr. 1-T,42031,4
Bucuresti,Bucuresti,Stradă,Măriuca,nr. 2-4,42032,4
Bucuresti,Bucuresti,Stradă,Măriuca,nr. 6-10,42033,4
Bucuresti,Bucuresti,Stradă,Măriuca,nr. 12-14,42034,4
Bucuresti,Bucuresti,Stradă,Măriuca,nr. 16-T,42035,4
Bucuresti,Bucuresti,Stradă,"Ionescu Gheorghe, slt.",nr. 1-3,42036,4
Bucuresti,Bucuresti,Stradă,"Ionescu Gheorghe, slt.",nr. 5-11,42037,4
Bucuresti,Bucuresti,Stradă,"Ionescu Gheorghe, slt.",nr. 13-T,42038,4
Bucuresti,Bucuresti,Stradă,"Ionescu Gheorghe, slt.",nr. 2-T,42039,4
Bucuresti,Bucuresti,Stradă,Şoldanului,nr. 1-5,42041,4
Bucuresti,Bucuresti,Stradă,Şoldanului,nr. 6,42045,4
Bucuresti,Bucuresti,Stradă,"Vasilescu Constantin, cap.",nr. 2-4,42052,4
Bucuresti,Bucuresti,Şosea,Berceni,nr. 55-163,41912,4
Bucuresti,Bucuresti,Şosea,Berceni,nr. 165-T,41913,4
Bucuresti,Bucuresti,Stradă,"Florescu Nicolae, serg.",nr. 1-71,42085,4
Bucuresti,Bucuresti,Stradă,"Florescu Nicolae, serg.",nr. 73-T,42086,4
Bucuresti,Bucuresti,Stradă,"Florescu Nicolae, serg.",nr. 2-60,42087,4
Bucuresti,Bucuresti,Stradă,"Florescu Nicolae, serg.",nr. 62-T,42088,4
Bucuresti,Bucuresti,Stradă,"Ristea Ion, sold.",,42089,4
Bucuresti,Bucuresti,Stradă,Dealul Mare,,42091,4
Bucuresti,Bucuresti,Intrare,Berceni,,42092,4
Bucuresti,Bucuresti,Stradă,"Dumitru Dumitru, frt.",,42095,4
Bucuresti,Bucuresti,Drum,Cheile Turzii,,42096,4
Bucuresti,Bucuresti,Stradă,Aluviunii,,42104,4
Bucuresti,Bucuresti,Drum,Dealu Bistrii,,42105,4
Bucuresti,Bucuresti,Stradă,Plaiul Foii,,42106,4
Bucuresti,Bucuresti,Stradă,Zărneşti,,42107,4
Bucuresti,Bucuresti,Stradă,Trei Brazi,,42111,4
Bucuresti,Bucuresti,Intrare,Trei Brazi,,42112,4
Bucuresti,Bucuresti,Stradă,Sistematizării,,42113,4
Bucuresti,Bucuresti,Stradă,Geţilor,,42114,4
Bucuresti,Bucuresti,Stradă,Dumbrăveşti,,42115,4
Bucuresti,Bucuresti,Stradă,"Pechiu Ion, serg.",,42116,4
Bucuresti,Bucuresti,Şosea,Olteniţei,nr. 217-225,41309,4
Bucuresti,Bucuresti,Şosea,Olteniţei,nr. 227-T,41311,4
Bucuresti,Bucuresti,Şosea,Olteniţei,nr. 248,41333,4
Bucuresti,Bucuresti,Şosea,Olteniţei,nr. 250-254,41334,4
Bucuresti,Bucuresti,Şosea,Olteniţei,nr. 256-296,41335,4
Bucuresti,Bucuresti,Şosea,Olteniţei,nr. 298-386,41336,4
Bucuresti,Bucuresti,Şosea,Olteniţei,nr. 388-T,41337,4
Bucuresti,Bucuresti,Stradă,"Enache Ion, sold.",nr. 1-T,42082,4
Bucuresti,Bucuresti,Stradă,"Enache Ion, sold.",nr. 2-T,42083,4
Bucuresti,Bucuresti,Stradă,Joiţa,,42084,4
Bucuresti,Bucuresti,Stradă,"Grigore Marin, cap.",nr. 1-T,42093,4
Bucuresti,Bucuresti,Stradă,"Grigore Marin, cap.",nr. 2-T,42094,4
Bucuresti,Bucuresti,Stradă,Ulieşti,,42097,4
Bucuresti,Bucuresti,Stradă,Teascului,,42098,4
Bucuresti,Bucuresti,Stradă,Bordeşti,,42099,4
Bucuresti,Bucuresti,Stradă,Orgu Tănase,,42101,4
Bucuresti,Bucuresti,Stradă,Meridianului,,42102,4
Bucuresti,Bucuresti,Stradă,Muntele Mare,,42103,4
Bucuresti,Bucuresti,Bulevard,Metalurgiei,nr. 61-T,41832,4
Bucuresti,Bucuresti,Bulevard,Metalurgiei,nr. 238-T,41838,4
Bucuresti,Bucuresti,Şosea,Berceni,nr. 44-100,41918,4
Bucuresti,Bucuresti,Stradă,Vârciorova,,42164,4
Bucuresti,Bucuresti,Intrare,Balaci,,42165,4
Bucuresti,Bucuresti,Stradă,Drăgăneşti,,42166,4
Bucuresti,Bucuresti,Stradă,Poieni,,42167,4
Bucuresti,Bucuresti,Stradă,Comişani,,42168,4
Bucuresti,Bucuresti,Stradă,Cătruneşti,,42169,4
Bucuresti,Bucuresti,Stradă,Învăţătorului,,42171,4
Bucuresti,Bucuresti,Stradă,Lăzărescu Maria,,42172,4
Bucuresti,Bucuresti,Stradă,Cetatea Poenari,,42173,4
Bucuresti,Bucuresti,Stradă,Râul Vedea,,42174,4
Bucuresti,Bucuresti,Stradă,Boian,,42175,4
Bucuresti,Bucuresti,Drum,Creţeştilor,,42183,4
Bucuresti,Bucuresti,Stradă,Dălhăuţi,,42184,4
Bucuresti,Bucuresti,Şosea,Berceni,nr. 102-T,41919,4
Bucuresti,Bucuresti,Drum,Jilavei,nr. 1-T,42161,4
Bucuresti,Bucuresti,Drum,Jilavei,nr. 2-T,42162,4
Bucuresti,Bucuresti,Intrare,Adierii,,42163,4
Bucuresti,Bucuresti,Stradă,Măceşului,,42176,4
Bucuresti,Bucuresti,Stradă,"Lătăreţu Dumitru, serg.",,42177,4
Bucuresti,Bucuresti,Stradă,Muntele Lung,,42178,4
Bucuresti,Bucuresti,Stradă,Arcadiei,,42179,4
Bucuresti,Bucuresti,Stradă,Rediu,,42181,4
Bucuresti,Bucuresti,Drum,Câmpeni,,42182,4
Bucuresti,Bucuresti,Alee,Nehoiu,,42185,4
Bucuresti,Bucuresti,Drum,Leordeni,,42186,4
Bucuresti,Bucuresti,Stradă,Turnu Măgurele,nr. 31-T,41708,4
Bucuresti,Bucuresti,Şosea,Berceni,nr. 16-20,41916,4
Bucuresti,Bucuresti,Şosea,Berceni,nr. 22-42,41917,4
Bucuresti,Bucuresti,Stradă,Democraţiei,nr. 1-T,42131,4
Bucuresti,Bucuresti,Stradă,Democraţiei,nr. 2-4,42132,4
Bucuresti,Bucuresti,Stradă,Democraţiei,nr. 6-T,42133,4
Bucuresti,Bucuresti,Stradă,Bucovăţ,,42134,4
Bucuresti,Bucuresti,Stradă,Deseşti,,42135,4
Bucuresti,Bucuresti,Stradă,Oraviţa,,42136,4
Bucuresti,Bucuresti,Stradă,Petrilova,,42137,4
Bucuresti,Bucuresti,Stradă,Bâlea,,42138,4
Bucuresti,Bucuresti,Stradă,Tomeşti,nr. 1-3,42141,4
Bucuresti,Bucuresti,Stradă,Tomeşti,nr. 5-T,42142,4
Bucuresti,Bucuresti,Stradă,Tomeşti,nr. 2-T,42143,4
Bucuresti,Bucuresti,Alee,Tomeşti,,42144,4
Bucuresti,Bucuresti,Stradă,Moşoaia,,42145,4
Bucuresti,Bucuresti,Drum,Binelui,nr. 1-9,42146,4
Bucuresti,Bucuresti,Drum,Binelui,nr. 2-6,42149,4
Bucuresti,Bucuresti,Intrare,Binelui,,42159,4
Bucuresti,Bucuresti,Drum,Dealu Viei,,42192,4
Bucuresti,Bucuresti,Drum,Dealu Frumos,,42193,4
Bucuresti,Bucuresti,Drum,Dealu Scheiului,,42194,4
Bucuresti,Bucuresti,Drum,Dealu Istria,,42195,4
Bucuresti,Bucuresti,Drum,Dealu Floreni,,42196,4
Bucuresti,Bucuresti,Stradă,Şoldanului,nr. 7-9,42042,4
Bucuresti,Bucuresti,Stradă,Şoldanului,nr. 11-T,42043,4
Bucuresti,Bucuresti,Stradă,Şoldanului,nr. 8-12,42046,4
Bucuresti,Bucuresti,Stradă,Şoldanului,nr. 14-T,42047,4
Bucuresti,Bucuresti,Stradă,"Vasilescu Constantin, cap.",nr. 1-T,42051,4
Bucuresti,Bucuresti,Stradă,"Vasilescu Constantin, cap.",nr. 6-T,42053,4
Bucuresti,Bucuresti,Stradă,Runcu,,42054,4
Bucuresti,Bucuresti,Stradă,"Iriceanu Ion, serg.",nr. 1-T,42071,4
Bucuresti,Bucuresti,Stradă,"Iriceanu Ion, serg.",nr. 10-16,42074,4
Bucuresti,Bucuresti,Stradă,Blândeşti,,42077,4
Bucuresti,Bucuresti,Stradă,"Condurache I. Gheorghe, serg.",,42078,4
Bucuresti,Bucuresti,Stradă,"Costescu Petre, cap.",,42079,4
Bucuresti,Bucuresti,Şosea,Vitan-Bârzeşti,nr. 9-T,42122,4
Bucuresti,Bucuresti,Stradă,"Haţeganu Iuliu, prof. dr.",,42125,4
Bucuresti,Bucuresti,Intrare,Vulturului,,42126,4
Bucuresti,Bucuresti,Şosea,Berceni,nr. 47-49,41909,4
Bucuresti,Bucuresti,Şosea,Berceni,nr. 51-53,41911,4
Bucuresti,Bucuresti,Stradă,Panselelor,nr. 9-15,42062,4
Bucuresti,Bucuresti,Stradă,Panselelor,nr. 17-T,42063,4
Bucuresti,Bucuresti,Stradă,Panselelor,nr. 8-14,42065,4
Bucuresti,Bucuresti,Stradă,Panselelor,nr. 16-T,42066,4
Bucuresti,Bucuresti,Alee,"Holuţ Emil, serg. maj.",,42067,4
Bucuresti,Bucuresti,Stradă,"Iriceanu Ion, serg.",nr. 18-T,42075,4
Bucuresti,Bucuresti,Stradă,"Popescu Eremia, cpt.",,42076,4
Bucuresti,Bucuresti,Stradă,Ciocăneşti,,42081,4
Bucuresti,Bucuresti,Şosea,Olteniţei,nr. 85-107,41303,4
Bucuresti,Bucuresti,Şosea,Olteniţei,nr. 109-113,41304,4
Bucuresti,Bucuresti,Şosea,Olteniţei,nr. 115-119,41305,4
Bucuresti,Bucuresti,Şosea,Olteniţei,nr. 121-147,41306,4
Bucuresti,Bucuresti,Stradă,Lunca Bârzeşti,nr. 1-T,42011,4
Bucuresti,Bucuresti,Stradă,Lunca Bârzeşti,nr. 2-4,42012,4
Bucuresti,Bucuresti,Stradă,Lunca Bârzeşti,nr. 6-T,42013,4
Bucuresti,Bucuresti,Intrare,Lunca Bârzeşti,,42014,4
Bucuresti,Bucuresti,Stradă,Cercetătorilor,nr. 1-3,42021,4
Bucuresti,Bucuresti,Stradă,Cercetătorilor,nr. 5-T,42022,4
Bucuresti,Bucuresti,Stradă,Cercetătorilor,nr. 2-4,42023,4
Bucuresti,Bucuresti,Stradă,Cercetătorilor,nr. 6-T,42024,4
Bucuresti,Bucuresti,Şosea,Olteniţei,nr. 149-175,41307,4
Bucuresti,Bucuresti,Şosea,Olteniţei,nr. 177-215,41308,4
Bucuresti,Bucuresti,Şosea,Olteniţei,nr. 242-246,41332,4
Bucuresti,Bucuresti,Stradă,Govora,nr. 1-3,41991,4
Bucuresti,Bucuresti,Stradă,Govora,nr. 5-T,41992,4
Bucuresti,Bucuresti,Stradă,Govora,nr. 2-4,41993,4
Bucuresti,Bucuresti,Stradă,Govora,nr. 6-T,41994,4
Bucuresti,Bucuresti,Alee,"Barbu Gh. Nicolae, sold.",nr. 1-T,42015,4
Bucuresti,Bucuresti,Alee,"Barbu Gh. Nicolae, sold.",nr. 2-4,42016,4
Bucuresti,Bucuresti,Alee,"Barbu Gh. Nicolae, sold.",nr. 6-T,42017,4
Bucuresti,Bucuresti,Stradă,"Ionescu Florea, sold.",,42018,4
Bucuresti,Bucuresti,Stradă,Săvineşti,nr. 1-T,42025,4
Bucuresti,Bucuresti,Stradă,Săvineşti,nr. 2-T,42026,4
Bucuresti,Bucuresti,Stradă,Stolnici,nr. 1-T,42027,4
Bucuresti,Bucuresti,Stradă,Stolnici,nr. 2-T,42028,4
Bucuresti,Bucuresti,Splai,Unirii,nr. 202-T,40043,4
Bucuresti,Bucuresti,Stradă,Bacalbaşa Anton,nr. 17-T,41927,4
Bucuresti,Bucuresti,Stradă,Bacalbaşa Anton,nr. 24,41933,4
Bucuresti,Bucuresti,Stradă,Bacalbaşa Anton,nr. 26-T,41934,4
Bucuresti,Bucuresti,Stradă,Călţunaşi,nr. 1-T,42055,4
Bucuresti,Bucuresti,Stradă,Călţunaşi,nr. 2-T,42056,4
Bucuresti,Bucuresti,Stradă,Panselelor,nr. 1-7,42061,4
Bucuresti,Bucuresti,Stradă,Panselelor,nr. 2-6,42064,4
Bucuresti,Bucuresti,Stradă,"Iriceanu Ion, serg.",nr. 2-4,42072,4
Bucuresti,Bucuresti,Stradă,"Iriceanu Ion, serg.",nr. 6-8,42073,4
Bucuresti,Bucuresti,Şosea,Vitan-Bârzeşti,nr. 1-7,42121,4
Bucuresti,Bucuresti,Şosea,Vitan-Bârzeşti,nr. 2-T,42123,4
Bucuresti,Bucuresti,Intrare,Serelor,,42124,4
Bucuresti,Bucuresti,Şosea,Berceni,nr. 19-21,41904,4
Bucuresti,Bucuresti,Şosea,Berceni,nr. 23-27,41905,4
Bucuresti,Bucuresti,Şosea,Berceni,nr. 4-8,41914,4
Bucuresti,Bucuresti,Stradă,Stânjeneilor,nr. 5-T,41952,4
Bucuresti,Bucuresti,Stradă,Stânjeneilor,nr. 6-T,41954,4
Bucuresti,Bucuresti,Stradă,Gârniţei,nr. 7-T,41956,4
Bucuresti,Bucuresti,Stradă,Gârniţei,nr. 8-T,41958,4
Bucuresti,Bucuresti,Şosea,Berceni,nr. 29-35,41906,4
Bucuresti,Bucuresti,Şosea,Berceni,nr. 37-39,41907,4
Bucuresti,Bucuresti,Şosea,Berceni,nr. 41-45,41908,4
Bucuresti,Bucuresti,Şosea,Berceni,nr. 10-14,41915,4
Bucuresti,Bucuresti,Stradă,"Gheorghe Ion, cap.",nr. 9-T,41975,4
Bucuresti,Bucuresti,Alee,"Popescu Victor, serg. maj.",,41981,4
Bucuresti,Bucuresti,Stradă,Samoilă Dumitru,nr. 11-T,41984,4
Bucuresti,Bucuresti,Stradă,Şoldanului,nr. 2-4,42044,4
Bucuresti,Bucuresti,Piaţă,Regina Maria,,40126,4
Bucuresti,Bucuresti,Stradă,Mitropolitul Nifon,nr. 1-T,40501,4
Bucuresti,Bucuresti,Stradă,Mitropolitul Nifon,nr. 2-T,40502,4
Bucuresti,Bucuresti,Stradă,Mitropolitul Filaret,nr. 1-T,40503,4
Bucuresti,Bucuresti,Stradă,Mitropolitul Filaret,nr. 2-T,40504,4
Bucuresti,Bucuresti,Stradă,Bosianu Constantin,nr. 1-T,40505,4
Bucuresti,Bucuresti,Stradă,Bosianu Constantin,nr. 2-T,40506,4
Bucuresti,Bucuresti,Stradă,Liveni,nr. 1-T,40507,4
Bucuresti,Bucuresti,Stradă,Liveni,nr. 2-T,40508,4
Bucuresti,Bucuresti,Stradă,Orăşeni,,40509,4
Bucuresti,Bucuresti,Stradă,Slobozia,nr. 1-17,40521,4
Bucuresti,Bucuresti,Stradă,Slobozia,nr. 2-30,40523,4
Bucuresti,Bucuresti,Intrare,Slobozia,,40525,4
Bucuresti,Bucuresti,Stradă,"Istrati I. Constantin, dr.",nr. 3-T,40543,4
Bucuresti,Bucuresti,Stradă,"Istrati I. Constantin, dr.",nr. 2-T,40544,4
Bucuresti,Bucuresti,Intrare,Călţuna,,40545,4
Bucuresti,Bucuresti,Stradă,Xenofon,,40546,4
Bucuresti,Bucuresti,Alee,Suter,,40547,4
Bucuresti,Bucuresti,Stradă,"Costescu Gheorghe, col.",,40548,4
Bucuresti,Bucuresti,Stradă,Lămâiţei,nr. 1-T,40551,4
Bucuresti,Bucuresti,Stradă,Lămâiţei,nr. 2-T,40552,4
Bucuresti,Bucuresti,Bulevard,"Coşbuc George, poet",nr. 73-T,50141,5
Bucuresti,Bucuresti,Bulevard,"Coşbuc George, poet",nr. 30-T,50142,5
Bucuresti,Bucuresti,Stradă,Odoarei,,50143,5
Bucuresti,Bucuresti,Şosea,Viilor,nr. 1-49,50151,5
Bucuresti,Bucuresti,Intrare,Viilor,,50162,5
Bucuresti,Bucuresti,Intrare,Teremia,,50163,5
Bucuresti,Bucuresti,Stradă,"Teodoru D.I., ing.",nr. 1-T,50171,5
Bucuresti,Bucuresti,Stradă,"Teodoru D.I., ing.",nr. 2-T,50172,5
Bucuresti,Bucuresti,Stradă,Trăsnea,,50173,5
Bucuresti,Bucuresti,Stradă,Miculescu Constantin,,50174,5
Bucuresti,Bucuresti,Intrare,"Bădărău Eugen, fizician",,50175,5
Bucuresti,Bucuresti,Stradă,Roznov,,50176,5
Bucuresti,Bucuresti,Stradă,Dăişoara,,50177,5
Bucuresti,Bucuresti,Stradă,Hurmuzescu Dragomir,,50178,5
Bucuresti,Bucuresti,Stradă,Oţelul Roşu,,50179,5
Bucuresti,Bucuresti,Stradă,Silexului,,50181,5
Bucuresti,Bucuresti,Stradă,Albă,nr. 1-T,40511,4
Bucuresti,Bucuresti,Stradă,Albă,nr. 2-T,40512,4
Bucuresti,Bucuresti,Stradă,Gazelei,nr. 1-T,40513,4
Bucuresti,Bucuresti,Stradă,Gazelei,nr. 2-T,40514,4
Bucuresti,Bucuresti,Stradă,Slobozia,nr. 19-T,40522,4
Bucuresti,Bucuresti,Stradă,Slobozia,nr. 32-T,40524,4
Bucuresti,Bucuresti,Stradă,"Murgoci-Munteanu Gheorghe, prof.",,40526,4
Bucuresti,Bucuresti,Bulevard,"Coşbuc George, poet",nr. 1-71,40531,4
Bucuresti,Bucuresti,Bulevard,"Coşbuc George, poet",nr. 2-28,40532,4
Bucuresti,Bucuresti,Şosea,Viilor,nr. 51-93,50152,5
Bucuresti,Bucuresti,Şosea,Viilor,nr. 94-T,50161,5
Bucuresti,Bucuresti,Stradă,Înclinată,nr. 1-65,50201,5
Bucuresti,Bucuresti,Stradă,Înclinată,nr. 67-T,50202,5
Bucuresti,Bucuresti,Stradă,Înclinată,nr. 2-T,50203,5
Bucuresti,Bucuresti,Stradă,Ritoride,nr. 1-T,50204,5
Bucuresti,Bucuresti,Stradă,Ritoride,nr. 2-T,50205,5
Bucuresti,Bucuresti,Stradă,Echinocţiului,nr. 1-T,50206,5
Bucuresti,Bucuresti,Stradă,Echinocţiului,nr. 2-T,50207,5
Bucuresti,Bucuresti,Stradă,"Gafton Lazăr, serg.",,50208,5
Bucuresti,Bucuresti,Cale,Şerban Vodă,nr. 282,40221,4
Bucuresti,Bucuresti,Cale,Şerban Vodă,nr. 284-286,40222,4
Bucuresti,Bucuresti,Piaţă,Libertăţii,,40541,4
Bucuresti,Bucuresti,Şosea,Viilor,nr. 2-30,50156,5
Bucuresti,Bucuresti,Şosea,Viilor,nr. 32-76,50157,5
Bucuresti,Bucuresti,Şosea,Viilor,nr. 78-88,50158,5
Bucuresti,Bucuresti,Stradă,Învoirii,,50164,5
Bucuresti,Bucuresti,Stradă,Fabrica de Chibrituri,nr. 7-T,50182,5
Bucuresti,Bucuresti,Stradă,Fabrica de Chibrituri,nr. 24-T,50183,5
Bucuresti,Bucuresti,Stradă,"Tacu D., ing.",,50184,5
Bucuresti,Bucuresti,Stradă,Spătarul Preda,nr. 1-7,50185,5
Bucuresti,Bucuresti,Stradă,Spătarul Preda,nr. 2-12,50188,5
Bucuresti,Bucuresti,Stradă,Fabrica de Chibrituri,nr. 1-5,40553,4
Bucuresti,Bucuresti,Stradă,Fabrica de Chibrituri,nr. 2-22,40554,4
Bucuresti,Bucuresti,Şosea,Viilor,nr. 103-T,50155,5
Bucuresti,Bucuresti,Cale,Şerban Vodă,nr. 183-215,40206,4
Bucuresti,Bucuresti,Cale,Şerban Vodă,nr. 206-220,40215,4
Bucuresti,Bucuresti,Cale,Şerban Vodă,nr. 222-232,40216,4
Bucuresti,Bucuresti,Stradă,Lânăriei,nr. 103-T,40324,4
Bucuresti,Bucuresti,Stradă,Lânăriei,nr. 98-T,40328,4
Bucuresti,Bucuresti,Stradă,"Popescu Candiano, g-ral.",nr. 1-115,40581,4
Bucuresti,Bucuresti,Stradă,"Popescu Candiano, g-ral.",nr. 117-T,40582,4
Bucuresti,Bucuresti,Stradă,"Popescu Candiano, g-ral.",nr. 2-T,40583,4
Bucuresti,Bucuresti,Stradă,Frigului,,40584,4
Bucuresti,Bucuresti,Stradă,Borodeşti,,40585,4
Bucuresti,Bucuresti,Stradă,"Haralambie Nicolae, g-ral",nr. 1-T,40586,4
Bucuresti,Bucuresti,Stradă,"Haralambie Nicolae, g-ral",nr. 2-T,40587,4
Bucuresti,Bucuresti,Stradă,"Simion Ştefan, sold.",nr. 1-T,40588,4
Bucuresti,Bucuresti,Stradă,"Simion Ştefan, sold.",nr. 2-T,40589,4
Bucuresti,Bucuresti,Stradă,Nicopole,,40591,4
Bucuresti,Bucuresti,Stradă,"Lupu Gheorghe, g-ral.",,40592,4
Bucuresti,Bucuresti,Stradă,"Cerchez C. Mihail, g-ral.",,40593,4
Bucuresti,Bucuresti,Stradă,Muguraş,,40594,4
Bucuresti,Bucuresti,Stradă,"Şerban Ilie, sold.",,40595,4
Bucuresti,Bucuresti,Stradă,Botez P. Dumitru,,50211,5
Bucuresti,Bucuresti,Stradă,Mănescu Constantin,nr. 1-T,50212,5
Bucuresti,Bucuresti,Stradă,Mănescu Constantin,nr. 2-T,50213,5
Bucuresti,Bucuresti,Stradă,Antoniu Alexandru,,50214,5
Bucuresti,Bucuresti,Stradă,Galea Nicolae,,50215,5
Bucuresti,Bucuresti,Stradă,Otulescu Scarlat,,50216,5
Bucuresti,Bucuresti,Stradă,Anastasiu Constantin,,50217,5
Bucuresti,Bucuresti,Stradă,Roşca Pandele,,50218,5
Bucuresti,Bucuresti,Stradă,Gall Iuliu,,50219,5
Bucuresti,Bucuresti,Stradă,Popescu Gheorghe,,50222,5
Bucuresti,Bucuresti,Stradă,"Dragu Teodor, ing.",nr. 1-T,50223,5
Bucuresti,Bucuresti,Cale,Şerban Vodă,nr. 288-T,40223,4
Bucuresti,Bucuresti,Stradă,"Dragu Teodor, ing.",nr. 2-T,50224,5
Bucuresti,Bucuresti,Stradă,Fochiştilor,,50225,5
Bucuresti,Bucuresti,Stradă,Baiulescu Ion,,50221,5
Bucuresti,Bucuresti,Stradă,Gheorghiu Pericle,,50226,5
Bucuresti,Bucuresti,Stradă,Matei Constantin,,50227,5
Bucuresti,Bucuresti,Stradă,Sanatoriului,nr. 1-T,50228,5
Bucuresti,Bucuresti,Stradă,Sanatoriului,nr. 2-T,50229,5
Bucuresti,Bucuresti,Stradă,Gheorghiu Filofteia,,50231,5
Bucuresti,Bucuresti,Stradă,Bobâlna,,50232,5
Bucuresti,Bucuresti,Stradă,"Uşurelu Ion, cap.",nr. 1-T,50233,5
Bucuresti,Bucuresti,Stradă,"Uşurelu Ion, cap.",nr. 2-T,50234,5
Bucuresti,Bucuresti,Stradă,Zăbrăuţului,nr. 1-15,50235,5
Bucuresti,Bucuresti,Stradă,Zăbrăuţului,nr. 2-26,50237,5
Bucuresti,Bucuresti,Stradă,Moara Roşie,,50239,5
Bucuresti,Bucuresti,Şosea,Viilor,nr. 95-97,50153,5
Bucuresti,Bucuresti,Şosea,Viilor,nr. 99-101,50154,5
Bucuresti,Bucuresti,Cale,Şerban Vodă,nr. 217-235,40207,4
Bucuresti,Bucuresti,Cale,Şerban Vodă,nr. 237-T,40208,4
Bucuresti,Bucuresti,Cale,Şerban Vodă,nr. 234-254,40217,4
Bucuresti,Bucuresti,Cale,Şerban Vodă,nr. 256-268,40218,4
Bucuresti,Bucuresti,Cale,Şerban Vodă,nr. 270-280,40219,4
Bucuresti,Bucuresti,Piaţă,Gara Filaret,,40555,4
Bucuresti,Bucuresti,Stradă,"Ancuţa Ilie, serg. maj.",,40556,4
Bucuresti,Bucuresti,Stradă,Cuţitul de Argint,nr. 1-T,40557,4
Bucuresti,Bucuresti,Stradă,Cuţitul de Argint,nr. 2-T,40558,4
Bucuresti,Bucuresti,Şosea,Viilor,nr. 90-92,50159,5
Bucuresti,Bucuresti,Stradă,Mitropolitul Veniamin Costache,nr. 11-T,50191,5
Bucuresti,Bucuresti,Stradă,Mitropolitul Veniamin Costache,nr. 18-T,50192,5
Bucuresti,Bucuresti,Stradă,Mitropolitul Dosoftei,nr. 1-T,50193,5
Bucuresti,Bucuresti,Stradă,Mitropolitul Dosoftei,nr. 2-T,50194,5
Bucuresti,Bucuresti,Stradă,"Hepiteş Ştefan, ing.",nr. 13-T,50195,5
Bucuresti,Bucuresti,Stradă,"Hepiteş Ştefan, ing.",nr. 12-T,50196,5
Bucuresti,Bucuresti,Stradă,Haţegana,nr. 17-T,50197,5
Bucuresti,Bucuresti,Stradă,Haţegana,nr. 20-T,50198,5
Bucuresti,Bucuresti,Stradă,"Istrati I. Constantin, dr.",nr. 1,40542,4
Bucuresti,Bucuresti,Stradă,Mitropolitul Veniamin Costache,nr. 1-9,40561,4
Bucuresti,Bucuresti,Stradă,Mitropolitul Veniamin Costache,nr. 2-16,40562,4
Bucuresti,Bucuresti,Stradă,Mitropolitul Grigore,nr. 1-T,40563,4
Bucuresti,Bucuresti,Stradă,Mitropolitul Grigore,nr. 2-T,40564,4
Bucuresti,Bucuresti,Stradă,Mitropolitul Iosif,nr. 1-T,40565,4
Bucuresti,Bucuresti,Stradă,Mitropolitul Iosif,nr. 2-T,40566,4
Bucuresti,Bucuresti,Stradă,"Hepiteş Ştefan, ing.",nr. 1-11,40567,4
Bucuresti,Bucuresti,Stradă,"Hepiteş Ştefan, ing.",nr. 2-10,40568,4
Bucuresti,Bucuresti,Stradă,Haţegana,nr. 1-15,40571,4
Bucuresti,Bucuresti,Stradă,Haţegana,nr. 2-18,40572,4
Bucuresti,Bucuresti,Stradă,Sulina,nr. 1-11,40573,4
Bucuresti,Bucuresti,Stradă,Sulina,nr. 13-T,40574,4
Bucuresti,Bucuresti,Stradă,Sulina,nr. 2-20,40575,4
Bucuresti,Bucuresti,Stradă,Sulina,nr. 22-T,40576,4
Bucuresti,Bucuresti,Stradă,Petru Cercel,,40195,4
Bucuresti,Bucuresti,Stradă,Olimpului,nr. 1-41,40196,4
Bucuresti,Bucuresti,Stradă,Olimpului,nr. 43-T,40197,4
Bucuresti,Bucuresti,Stradă,Olimpului,nr. 2-56,40198,4
Bucuresti,Bucuresti,Stradă,Olimpului,nr. 58-T,40199,4
Bucuresti,Bucuresti,Cale,Şerban Vodă,nr. 76-144,40213,4
Bucuresti,Bucuresti,Cale,Şerban Vodă,nr. 146-204,40214,4
Bucuresti,Bucuresti,Stradă,Puşcariu Ion,,40246,4
Bucuresti,Bucuresti,Stradă,Vuetului,,40247,4
Bucuresti,Bucuresti,Bulevard,Mărăşeşti,nr. 1-51,40251,4
Bucuresti,Bucuresti,Bulevard,Mărăşeşti,nr. 53-105,40252,4
Bucuresti,Bucuresti,Bulevard,Mărăşeşti,nr. 2-40,40254,4
Bucuresti,Bucuresti,Bulevard,Mărăşeşti,nr. 42-62,40255,4
Bucuresti,Bucuresti,Stradă,Cucuzel Ioan,,40257,4
Bucuresti,Bucuresti,Stradă,Domniţa Florica,,40261,4
Bucuresti,Bucuresti,Stradă,Bardului,,40262,4
Bucuresti,Bucuresti,Cale,Şerban Vodă,nr. 45-115,40204,4
Bucuresti,Bucuresti,Cale,Şerban Vodă,nr. 117-181,40205,4
Bucuresti,Bucuresti,Bulevard,Cantemir Dimitrie,nr. 12-16,40243,4
Bucuresti,Bucuresti,Bulevard,Cantemir Dimitrie,nr. 18,40244,4
Bucuresti,Bucuresti,Bulevard,Cantemir Dimitrie,nr. 20-T,40245,4
Bucuresti,Bucuresti,Stradă,Poteraşi,nr. 1-21,40263,4
Bucuresti,Bucuresti,Stradă,Poteraşi,nr. 2-18,40265,4
Bucuresti,Bucuresti,Stradă,Spineni,,40267,4
Bucuresti,Bucuresti,Stradă,Prescurea Valerian,,40268,4
Bucuresti,Bucuresti,Stradă,Biserica Alexe,,40269,4
